filepath,superclass,class
../archive (2)/train/formula 1 racing/026.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/024.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_6463.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/181.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_9153.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/170.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/042.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/158.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/067.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/062.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/018.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_7509.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/011.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/050.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_5249.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_1233.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/022.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_2406.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/085.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_707.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_625.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_8065.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/128.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_602.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/092.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/010.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_9483.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_2344.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/147.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_6011.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_3821.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/115.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_59.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_7627.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/113.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/144.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/125.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_2916.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/048.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_2078.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/153.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_2915.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/038.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_7482.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/formula 1 racing/Image_3716.jpg,motor & wheel racing,formula 1 racing
../archive (2)/train/formula 1 racing/086.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/rings/Image_992.jpg,gymnastics,unknown
../archive (2)/train/rings/010.jpg,gymnastics,unknown
../archive (2)/train/rings/114.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_5817.jpg,gymnastics,unknown
../archive (2)/train/rings/037.jpg,gymnastics,unknown
../archive (2)/train/rings/027.jpg,gymnastics,unknown
../archive (2)/train/rings/085.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_4632.jpg,gymnastics,unknown
../archive (2)/test/rings/1.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_365.jpg,gymnastics,unknown
../archive (2)/train/rings/007.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_6834.jpg,gymnastics,unknown
../archive (2)/train/rings/022.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_7501.jpg,gymnastics,unknown
../archive (2)/train/rings/130.jpg,gymnastics,unknown
../archive (2)/train/rings/059.jpg,gymnastics,unknown
../archive (2)/train/rings/123.jpg,gymnastics,unknown
../archive (2)/train/rings/031.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_4638.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_8827.jpg,gymnastics,unknown
../archive (2)/train/rings/034.jpg,gymnastics,unknown
../archive (2)/test/rings/4.jpg,gymnastics,unknown
../archive (2)/train/rings/047.jpg,gymnastics,unknown
../archive (2)/train/rings/056.jpg,gymnastics,unknown
../archive (2)/train/rings/002.jpg,gymnastics,unknown
../archive (2)/train/rings/018.jpg,gymnastics,unknown
../archive (2)/train/rings/113.jpg,gymnastics,unknown
../archive (2)/train/rings/142.jpg,gymnastics,unknown
../archive (2)/train/rings/129.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_4795.jpg,gymnastics,unknown
../archive (2)/train/rings/046.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_8048.jpg,gymnastics,unknown
../archive (2)/train/rings/062.jpg,gymnastics,unknown
../archive (2)/train/rings/112.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_6124.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_8025.jpg,gymnastics,unknown
../archive (2)/train/rings/120.jpg,gymnastics,unknown
../archive (2)/train/rings/017.jpg,gymnastics,unknown
../archive (1)/train/rings/Image_4511.jpg,gymnastics,unknown
../archive (2)/train/rings/093.jpg,gymnastics,rings
../archive (2)/train/rings/145.jpg,gymnastics,rings
../archive (1)/train/rings/Image_9200.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8155.jpg,gymnastics,rings
../archive (1)/train/rings/Image_1475.jpg,gymnastics,rings
../archive (2)/test/rings/3.jpg,gymnastics,rings
../archive (2)/train/rings/133.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4115.jpg,gymnastics,rings
../archive (2)/train/rings/106.jpg,gymnastics,rings
../archive (2)/train/rings/103.jpg,gymnastics,rings
../archive (2)/valid/rings/2.jpg,gymnastics,rings
../archive (1)/train/rings/Image_963.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2512.jpg,gymnastics,rings
../archive (1)/train/rings/Image_280.jpg,gymnastics,rings
../archive (2)/train/rings/132.jpg,gymnastics,rings
../archive (2)/train/rings/122.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4453.jpg,gymnastics,rings
../archive (2)/train/rings/100.jpg,gymnastics,rings
../archive (2)/train/rings/069.jpg,gymnastics,rings
../archive (2)/train/rings/015.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8143.jpg,gymnastics,rings
../archive (2)/train/rings/054.jpg,gymnastics,rings
../archive (2)/train/rings/029.jpg,gymnastics,rings
../archive (1)/train/rings/Image_841.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4369.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4158.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6392.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2911.jpg,gymnastics,rings
../archive (2)/train/rings/075.jpg,gymnastics,rings
../archive (2)/train/rings/081.jpg,gymnastics,rings
../archive (2)/train/rings/156.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8347.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2394.jpg,gymnastics,rings
../archive (2)/train/rings/102.jpg,gymnastics,rings
../archive (2)/train/rings/138.jpg,gymnastics,rings
../archive (2)/train/rings/042.jpg,gymnastics,rings
../archive (2)/train/rings/058.jpg,gymnastics,rings
../archive (2)/train/rings/148.jpg,gymnastics,rings
../archive (2)/train/rings/157.jpg,gymnastics,rings
../archive (1)/train/rings/Image_3855.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2165.jpg,gymnastics,rings
../archive (2)/train/rings/082.jpg,gymnastics,rings
../archive (2)/train/rings/004.jpg,gymnastics,rings
../archive (2)/train/rings/119.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4197.jpg,gymnastics,rings
../archive (2)/train/rings/061.jpg,gymnastics,rings
../archive (2)/train/rings/149.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6050.jpg,gymnastics,rings
../archive (2)/train/rings/067.jpg,gymnastics,rings
../archive (1)/train/rings/Image_7049.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8369.jpg,gymnastics,rings
../archive (1)/train/rings/Image_3151.jpg,gymnastics,rings
../archive (2)/train/rings/105.jpg,gymnastics,rings
../archive (2)/train/rings/057.jpg,gymnastics,rings
../archive (2)/train/rings/041.jpg,gymnastics,rings
../archive (2)/train/rings/118.jpg,gymnastics,rings
../archive (1)/train/rings/Image_7923.jpg,gymnastics,rings
../archive (1)/train/rings/Image_3306.jpg,gymnastics,rings
../archive (1)/train/rings/Image_5139.jpg,gymnastics,rings
../archive (2)/train/rings/078.jpg,gymnastics,rings
../archive (1)/train/rings/Image_7860.jpg,gymnastics,rings
../archive (1)/train/rings/Image_5350.jpg,gymnastics,rings
../archive (2)/train/rings/126.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6129.jpg,gymnastics,rings
../archive (1)/train/rings/Image_191.jpg,gymnastics,rings
../archive (1)/train/rings/Image_9000.jpg,gymnastics,rings
../archive (2)/train/rings/014.jpg,gymnastics,rings
../archive (1)/train/rings/Image_7038.jpg,gymnastics,rings
../archive (1)/train/rings/Image_9345.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2214.jpg,gymnastics,rings
../archive (2)/valid/rings/3.jpg,gymnastics,rings
../archive (1)/train/rings/Image_3915.jpg,gymnastics,rings
../archive (2)/train/rings/026.jpg,gymnastics,rings
../archive (1)/train/rings/Image_9096.jpg,gymnastics,rings
../archive (2)/train/rings/131.jpg,gymnastics,rings
../archive (2)/valid/rings/4.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6338.jpg,gymnastics,rings
../archive (2)/train/rings/043.jpg,gymnastics,rings
../archive (2)/train/rings/063.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8154.jpg,gymnastics,rings
../archive (1)/train/rings/Image_7592.jpg,gymnastics,rings
../archive (2)/train/rings/001.jpg,gymnastics,rings
../archive (2)/train/rings/012.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4643.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2697.jpg,gymnastics,rings
../archive (2)/train/rings/154.jpg,gymnastics,rings
../archive (2)/train/rings/073.jpg,gymnastics,rings
../archive (1)/train/rings/Image_1769.jpg,gymnastics,rings
../archive (2)/train/rings/084.jpg,gymnastics,rings
../archive (1)/train/rings/Image_9419.jpg,gymnastics,rings
../archive (2)/train/rings/096.jpg,gymnastics,rings
../archive (2)/train/rings/097.jpg,gymnastics,rings
../archive (2)/train/rings/019.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2841.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6168.jpg,gymnastics,rings
../archive (2)/train/rings/072.jpg,gymnastics,rings
../archive (1)/train/rings/Image_1859.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2718.jpg,gymnastics,rings
../archive (2)/train/rings/090.jpg,gymnastics,rings
../archive (2)/train/rings/066.jpg,gymnastics,rings
../archive (2)/train/rings/087.jpg,gymnastics,rings
../archive (2)/train/rings/124.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6608.jpg,gymnastics,rings
../archive (2)/train/rings/025.jpg,gymnastics,rings
../archive (1)/train/rings/Image_1554.jpg,gymnastics,rings
../archive (2)/train/rings/049.jpg,gymnastics,rings
../archive (2)/valid/rings/5.jpg,gymnastics,rings
../archive (1)/train/rings/Image_3820.jpg,gymnastics,rings
../archive (2)/train/rings/098.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8295.jpg,gymnastics,rings
../archive (2)/train/rings/143.jpg,gymnastics,rings
../archive (1)/train/rings/Image_5000.jpg,gymnastics,rings
../archive (2)/train/rings/135.jpg,gymnastics,rings
../archive (1)/train/rings/Image_1446.jpg,gymnastics,rings
../archive (2)/train/rings/036.jpg,gymnastics,rings
../archive (1)/train/rings/Image_853.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6642.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4776.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4251.jpg,gymnastics,rings
../archive (2)/train/rings/028.jpg,gymnastics,rings
../archive (2)/train/rings/013.jpg,gymnastics,rings
../archive (2)/train/rings/030.jpg,gymnastics,rings
../archive (2)/train/rings/128.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6634.jpg,gymnastics,rings
../archive (2)/train/rings/079.jpg,gymnastics,rings
../archive (2)/train/rings/116.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6196.jpg,gymnastics,rings
../archive (2)/test/rings/5.jpg,gymnastics,rings
../archive (2)/train/rings/140.jpg,gymnastics,rings
../archive (2)/train/rings/099.jpg,gymnastics,rings
../archive (1)/train/rings/Image_950.jpg,gymnastics,rings
../archive (2)/train/rings/101.jpg,gymnastics,rings
../archive (1)/train/rings/Image_783.jpg,gymnastics,rings
../archive (2)/train/rings/109.jpg,gymnastics,rings
../archive (2)/train/rings/088.jpg,gymnastics,rings
../archive (2)/train/rings/009.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8816.jpg,gymnastics,rings
../archive (1)/train/rings/Image_2415.jpg,gymnastics,rings
../archive (2)/train/rings/006.jpg,gymnastics,rings
../archive (2)/train/rings/055.jpg,gymnastics,rings
../archive (2)/train/rings/011.jpg,gymnastics,rings
../archive (2)/train/rings/003.jpg,gymnastics,rings
../archive (1)/train/rings/Image_8773.jpg,gymnastics,rings
../archive (2)/train/rings/032.jpg,gymnastics,rings
../archive (1)/train/rings/Image_5663.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4532.jpg,gymnastics,rings
../archive (2)/train/rings/053.jpg,gymnastics,rings
../archive (2)/train/rings/151.jpg,gymnastics,rings
../archive (1)/train/rings/Image_4484.jpg,gymnastics,rings
../archive (2)/train/rings/104.jpg,gymnastics,rings
../archive (2)/train/rings/008.jpg,gymnastics,rings
../archive (2)/train/rings/065.jpg,gymnastics,rings
../archive (2)/train/rings/077.jpg,gymnastics,rings
../archive (2)/train/rings/115.jpg,gymnastics,rings
../archive (2)/train/rings/070.jpg,gymnastics,rings
../archive (1)/train/rings/Image_6257.jpg,gymnastics,rings
../archive (2)/train/rings/150.jpg,gymnastics,rings
../archive (1)/train/rings/Image_5060.jpg,gymnastics,rings
../archive (2)/train/rings/076.jpg,gymnastics,rings
../archive (2)/valid/gaga/1.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/027.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_9131.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/041.jpg,field & team ball sports,unknown
../archive (2)/test/gaga/4.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_2077.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_5104.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_9081.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_7132.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_5658.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/006.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/021.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/108.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/018.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/043.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/064.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/065.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/112.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/061.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/104.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/042.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/109.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/052.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/069.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/037.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/088.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_4140.jpg,field & team ball sports,unknown
../archive (1)/train/gaga/Image_2438.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/091.jpg,field & team ball sports,unknown
../archive (2)/train/gaga/071.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_7818.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/095.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/012.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/102.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_2825.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_9199.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_4460.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/068.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_2897.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_2734.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3845.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/089.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/054.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/029.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/106.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/020.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/045.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/114.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/017.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/057.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/047.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/077.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_4409.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/046.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_8309.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/111.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_8337.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_7261.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_1120.jpg,field & team ball sports,gaga
../archive (2)/valid/gaga/5.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3182.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_6886.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/090.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_1251.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_1406.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/076.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_5304.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/074.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_4219.jpg,field & team ball sports,gaga
../archive (2)/test/gaga/2.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/081.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_1509.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/100.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/032.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_7848.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_7397.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/117.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/048.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/086.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/092.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/094.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/001.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/115.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_7369.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3997.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_9031.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/033.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_332.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_291.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/005.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/055.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/080.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3058.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_8173.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/093.jpg,field & team ball sports,gaga
../archive (2)/test/gaga/5.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/022.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/072.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/083.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/082.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/030.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/105.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_4077.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3242.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/056.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_8212.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_4252.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/067.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/051.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_1666.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3224.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/003.jpg,field & team ball sports,gaga
../archive (2)/valid/gaga/3.jpg,field & team ball sports,gaga
../archive (2)/valid/gaga/4.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/008.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_5641.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_9469.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/050.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/075.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/036.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/044.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/002.jpg,field & team ball sports,gaga
../archive (2)/test/gaga/1.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/116.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/015.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/019.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3911.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/016.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_4086.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_2828.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_862.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/034.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/049.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_2140.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/009.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_6163.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_8955.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/062.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/028.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/079.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/084.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/085.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/118.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_5373.jpg,field & team ball sports,gaga
../archive (2)/train/gaga/058.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_7066.jpg,field & team ball sports,gaga
../archive (1)/train/gaga/Image_3627.jpg,field & team ball sports,gaga
../archive (2)/train/cricket/099.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_7185.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_8872.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/019.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/108.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/062.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_3092.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/001.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_1505.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_1328.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/067.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/073.jpg,field & team ball sports,unknown
../archive (2)/valid/cricket/3.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/007.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/124.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/009.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_5226.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/045.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_6376.jpg,field & team ball sports,unknown
../archive (2)/test/cricket/5.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/101.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/127.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/046.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/083.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/054.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/111.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_2447.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_4747.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/071.jpg,field & team ball sports,unknown
../archive (1)/train/cricket/Image_7542.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/088.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/049.jpg,field & team ball sports,unknown
../archive (2)/train/cricket/118.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_6870.jpg,field & team ball sports,cricket
../archive (2)/train/cricket/125.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_519.jpg,field & team ball sports,cricket
../archive (2)/train/cricket/092.jpg,field & team ball sports,cricket
../archive (2)/train/cricket/079.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_4839.jpg,field & team ball sports,cricket
../archive (2)/train/cricket/081.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_7931.jpg,field & team ball sports,cricket
../archive (2)/train/cricket/059.jpg,field & team ball sports,cricket
../archive (2)/train/cricket/109.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_2687.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_7265.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_3980.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_8446.jpg,field & team ball sports,cricket
../archive (1)/train/cricket/Image_7184.jpg,field & team ball sports,cricket
